iter	Passed	Remaining
399	62524	93786
400	62680	93630
401	62843	93483
402	63009	93341
403	63182	93209
404	63324	93031
405	63483	92879
406	63638	92721
407	63780	92543
408	63933	92382
409	64094	92232
410	64267	92100
411	64419	91938
412	64600	91817
413	64773	91684
414	64928	91525
415	65077	91359
416	65229	91195
417	65398	91056
418	65541	90881
419	65691	90716
420	65838	90547
421	65983	90375
422	66136	90214
423	66285	90048
424	66430	89877
425	66581	89712
426	66753	89577
427	66922	89438
428	67087	89294
429	67249	89144
430	67424	89012
431	67590	88869
432	67774	88749
433	67950	88617
434	68108	88462
435	68278	88324
436	68432	88163
437	68590	88008
438	68726	87825
439	68880	87665
440	69031	87502
441	69187	87345
442	69337	87180
443	69503	87036
444	69667	86889
445	69831	86741
446	69985	86582
447	70146	86430
448	70283	86250
449	70434	86086
450	70584	85922
451	70746	85771
452	70903	85616
453	71062	85463
454	71223	85311
455	71389	85165
456	71548	85012
457	71688	84836
458	71855	84692
459	72027	84553
460	72176	84389
461	72345	84246
462	72510	84099
463	72671	83947
464	72832	83796
465	72985	83635
466	73149	83487
467	73302	83327
468	73479	83192
469	73623	83022
470	73786	82872
471	73933	82705
472	74094	82553
473	74232	82375
474	74388	82219
475	74521	82036
476	74677	81879
477	74842	81731
478	74985	81560
479	75137	81399
480	75281	81228
481	75440	81075
482	75594	80916
483	75758	80767
484	75906	80602
485	76056	80438
486	76194	80262
487	76346	80100
488	76491	79932
489	76649	79778
490	76804	79620
491	76966	79469
492	77112	79302
493	77270	79147
494	77426	78990
495	77604	78856
496	77749	78687
497	77911	78537
498	78073	78386
499	78242	78242
500	78410	78097
501	78560	77934
502	78751	77812
503	78912	77659
504	79069	77503
505	79227	77348
506	79390	77197
507	79562	77056
508	79710	76891
509	79872	76740
510	80032	76586
511	80185	76427
512	80333	76261
513	80494	76109
514	80648	75950
515	80820	75808
516	80970	75645
517	81121	75483
518	81292	75340
519	81452	75186
520	81594	75017
521	81753	74861
522	81909	74704
523	82070	74552
524	82229	74398
525	82390	74245
526	82579	74118
527	82744	73969
528	82902	73812
529	83066	73662
530	83232	73514
531	83386	73355
532	83548	73202
533	83710	73050
534	83842	72872
535	84021	72735
536	84180	72580
537	84319	72408
538	84461	72239
539	84622	72085
540	84782	71932
541	84950	71785
542	85109	71630
543	85259	71467
544	85439	71330
545	85592	71169
546	85768	71029
547	85932	70878
548	86081	70715
549	86250	70568
550	86414	70417
551	86561	70252
552	86715	70093
553	86868	69933
554	87038	69787
555	87188	69625
556	87344	69468
557	87494	69305
558	87655	69152
559	87798	68984
560	87969	68839
561	88114	68672
562	88281	68523
563	88462	68385
564	88626	68234
565	88781	68076
566	88931	67914
567	89107	67772
568	89247	67602
569	89409	67449
570	89566	67292
571	89719	67132
572	89886	66983
573	90043	66826
574	90207	66675
575	90372	66524
576	90538	66373
577	90686	66210
578	90839	66050
579	90998	65895
580	91152	65736
581	91308	65578
582	91462	65420
583	91636	65275
584	91802	65124
585	91995	64993
586	92165	64845
587	92351	64708
588	92520	64559
589	92672	64399
590	92833	64245
591	93002	64096
592	93166	63943
593	93318	63783
594	93469	63622
595	93631	63468
596	93785	63309
597	93936	63147
598	94099	62994
599	94264	62842
600	94428	62690
601	94591	62537
602	94756	62385
603	94921	62233
604	95088	62082
605	95246	61925
606	95407	61771
607	95579	61623
608	95736	61466
609	95896	61310
610	96066	61161
611	96220	61002
612	96393	60855
613	96567	60708
614	96733	60556
615	96894	60402
616	97056	60247
617	97231	60100
618	97388	59943
619	97549	59788
620	97714	59635
621	97899	59495
622	98049	59333
623	98210	59178
624	98362	59017
625	98517	58858
626	98672	58699
627	98821	58537
628	98988	58386
629	99153	58233
630	99311	58075
631	99462	57914
632	99635	57766
633	99828	57629
634	99977	57467
635	100137	57311
636	100323	57169
637	100471	57007
638	100635	56853
639	100788	56693
640	100956	56542
641	101108	56381
642	101275	56229
643	101461	56087
644	101619	55930
645	101785	55776
646	101937	55616
647	102090	55456
648	102255	55303
649	102409	55143
650	102570	54988
651	102734	54833
652	102900	54680
653	103062	54525
654	103207	54361
655	103386	54214
656	103546	54058
657	103722	53910
658	103881	53753
659	104040	53596
660	104196	53438
661	104369	53288
662	104536	53135
663	104697	52979
664	104859	52824
665	105009	52662
666	105176	52509
667	105338	52354
668	105491	52193
669	105666	52044
670	105821	51885
671	105961	51719
672	106110	51557
673	106278	51404
674	106430	51244
675	106577	51081
676	106764	50937
677	106940	50788
678	107101	50632
679	107271	50480
680	107430	50323
681	107588	50165
682	107747	50008
683	107904	49850
684	108054	49689
685	108215	49533
686	108366	49372
687	108525	49215
688	108674	49053
689	108837	48897
690	109011	48747
691	109162	48586
692	109310	48424
693	109485	48274
694	109640	48115
695	109789	47954
696	109958	47801
697	110118	47644
698	110289	47492
699	110444	47333
700	110601	47175
701	110753	47014
702	110898	46851
703	111039	46687
704	111183	46523
705	111337	46364
706	111504	46210
707	111667	46054
708	111839	45903
709	112012	45751
710	112170	45594
711	112349	45444
712	112518	45291
713	112673	45132
714	112822	44971
715	112997	44820
716	113143	44657
717	113292	44496
718	113442	44335
719	113601	44178
720	113739	44012
721	113891	43852
722	114057	43698
723	114200	43534
724	114355	43376
725	114506	43216
726	114649	43052
727	114787	42887
728	114938	42727
729	115091	42568
730	115258	42414
731	115411	42254
732	115574	42098
733	115737	41943
734	115893	41784
735	116061	41630
736	116218	41472
737	116375	41314
738	116534	41157
739	116681	40996
740	116838	40838
741	117020	40689
742	117170	40528
743	117314	40366
744	117486	40213
745	117620	40047
746	117780	39890
747	117949	39736
748	118111	39580
749	118268	39422
750	118429	39266
751	118578	39105
752	118731	38946
753	118893	38790
754	119055	38633
755	119205	38473
756	119380	38321
757	119543	38165
758	119686	38003
759	119851	37847
760	120029	37696
761	120196	37541
762	120359	37385
763	120518	37228
764	120683	37072
765	120837	36913
766	120995	36756
767	121150	36597
768	121308	36439
769	121480	36286
770	121653	36133
771	121822	35978
772	121973	35818
773	122131	35661
774	122298	35505
775	122450	35346
776	122609	35189
777	122779	35034
778	122931	34875
779	123085	34716
780	123236	34556
781	123393	34398
782	123565	34244
783	123723	34087
784	123866	33925
785	124015	33765
786	124179	33608
787	124355	33456
788	124520	33300
789	124682	33143
790	124846	32987
791	125022	32834
792	125193	32679
793	125357	32523
794	125511	32364
795	125664	32205
796	125830	32049
797	126001	31895
798	126186	31743
799	126370	31592
800	126536	31436
801	126683	31276
802	126853	31120
803	127005	30961
804	127152	30800
805	127335	30648
806	127494	30491
807	127648	30332
808	127827	30179
809	127974	30018
810	128135	29861
811	128284	29701
812	128422	29538
813	128575	29379
814	128732	29221
815	128914	29069
816	129099	28917
817	129259	28759
818	129432	28604
819	129608	28450
820	129769	28293
821	129956	28141
822	130128	27986
823	130295	27830
824	130463	27674
825	130628	27517
826	130800	27362
827	130975	27207
828	131166	27056
829	131330	26899
830	131494	26741
831	131636	26580
832	131801	26423
833	131961	26265
834	132114	26106
835	132282	25950
836	132431	25790
837	132589	25631
838	132744	25472
839	132921	25318
840	133112	25166
841	133261	25006
842	133417	24847
843	133580	24690
844	133718	24528
845	133879	24370
846	134017	24208
847	134171	24049
848	134318	23889
849	134467	23729
850	134624	23571
851	134753	23407
852	134895	23246
853	135056	23089
854	135203	22929
855	135334	22766
856	135453	22601
857	135602	22442
858	135750	22282
859	135900	22123
860	136051	21964
861	136202	21805
862	136348	21645
863	136521	21489
864	136685	21332
865	136830	21172
866	136992	21015
867	137152	20857
868	137321	20700
869	137483	20543
870	137647	20386
871	137809	20228
872	137988	20073
873	138142	19915
874	138285	19755
875	138429	19595
876	138585	19436
877	138737	19277
878	138904	19121
879	139048	18961
880	139190	18800
881	139353	18643
882	139509	18485
883	139658	18326
884	139822	18169
885	139978	18010
886	140149	17854
887	140311	17697
888	140456	17537
889	140617	17379
890	140789	17223
891	140941	17064
892	141091	16905
893	141247	16747
894	141422	16591
895	141574	16432
896	141736	16275
897	141895	16117
898	142056	15959
899	142209	15801
900	142364	15642
901	142504	15482
902	142668	15325
903	142845	15169
904	142992	15010
905	143156	14852
906	143306	14694
907	143463	14535
908	143615	14377
909	143763	14218
910	143925	14060
911	144071	13901
912	144245	13745
913	144424	13589
914	144568	13429
915	144745	13273
916	144909	13116
917	145063	12957
918	145239	12801
919	145383	12642
920	145545	12484
921	145710	12326
922	145858	12168
923	146022	12010
924	146183	11852
925	146343	11694
926	146496	11536
927	146660	11378
928	146822	11221
929	146979	11062
930	147144	10905
931	147313	10748
932	147465	10589
933	147623	10431
934	147763	10272
935	147900	10112
936	148048	9954
937	148198	9795
938	148339	9636
939	148492	9478
940	148655	9320
941	148820	9163
942	148985	9005
943	149141	8847
944	149296	8689
945	149461	8531
946	149642	8374
947	149810	8217
948	149980	8060
949	150152	7902
950	150303	7744
951	150468	7586
952	150618	7428
953	150772	7269
954	150941	7112
955	151091	6954
956	151245	6795
957	151417	6638
958	151561	6479
959	151724	6321
960	151878	6163
961	152027	6005
962	152214	5848
963	152385	5690
964	152532	5532
965	152688	5374
966	152853	5216
967	153017	5058
968	153176	4900
969	153331	4742
970	153489	4584
971	153653	4426
972	153807	4268
973	153968	4110
974	154134	3952
975	154303	3794
976	154475	3636
977	154619	3478
978	154762	3319
979	154939	3162
980	155088	3003
981	155235	2845
982	155389	2687
983	155533	2529
984	155680	2370
985	155845	2212
986	155996	2054
987	156140	1896
988	156290	1738
989	156462	1580
990	156611	1422
991	156770	1264
992	156935	1106
993	157105	948
994	157268	790
995	157408	632
996	157560	474
997	157718	316
998	157878	158
999	158035	0
